sport,date,home_team,away_team,time
NBA,2023-1-2,LA Lakers,Charlotte,19:00
NBA,2023-1-2,Chicago,Cleveland,19:00
NBA,2023-1-2,Toronto,Indiana,19:00
NBA,2023-1-2,New Orleans,Philadelphia,19:00
NBA,2023-1-2,San Antonio,Brooklyn,19:30
NBA,2023-1-2,Dallas,Houston,20:00
NBA,2023-1-2,Denver,Minnesota,20:00
NBA,2023-1-2,Atlanta,Golden State,22:00
NBA,2023-1-2,Detroit,Portland,22:00
NBA,2023-1-2,Miami,LA Clippers,22:30
NBA,2023-1-3,Washington,Milwaukee,20:00
NBA,2023-1-3,Boston,Okla City,20:00
NBA,2023-1-3,Sacramento,Utah,21:00
NBA,2023-1-4,Indiana,Philadelphia,19:00
NBA,2023-1-4,Okla City,Orlando,19:00
NBA,2023-1-4,Memphis,Charlotte,19:00
NBA,2023-1-4,Phoenix,Cleveland,19:00
NBA,2023-1-4,San Antonio,New York,19:30
NBA,2023-1-4,Milwaukee,Toronto,19:30
NBA,2023-1-4,Houston,New Orleans,20:00
NBA,2023-1-4,Portland,Minnesota,20:00
NBA,2023-1-4,Brooklyn,Chicago,20:00
NBA,2023-1-4,Detroit,Golden State,22:00
NBA,2023-1-4,Atlanta,Sacramento,22:00
NBA,2023-1-4,Miami,LA Lakers,22:00
NBA,2023-1-5,Memphis,Orlando,19:00
NBA,2023-1-5,Boston,Dallas,19:30
NBA,2023-1-5,Utah,Houston,20:00
NBA,2023-1-5,LA Clippers,Denver,22:00
NBA,2023-1-6,Portland,Indiana,19:00
NBA,2023-1-6,Chicago,Philadelphia,19:30
NBA,2023-1-6,New York,Toronto,19:30
NBA,2023-1-6,Charlotte,Milwaukee,20:00
NBA,2023-1-6,Washington,Okla City,20:00
NBA,2023-1-6,Detroit,San Antonio,20:00
NBA,2023-1-6,Brooklyn,New Orleans,20:30
NBA,2023-1-6,LA Clippers,Minnesota,21:00
NBA,2023-1-6,Cleveland,Denver,21:00
NBA,2023-1-6,Miami,Phoenix,22:00
NBA,2023-1-6,Atlanta,LA Lakers,22:30
NBA,2023-1-7,Boston,San Antonio,18:00
NBA,2023-1-7,Utah,Chicago,20:00
NBA,2023-1-7,New Orleans,Dallas,20:00
NBA,2023-1-7,Orlando,Golden State,20:30
NBA,2023-1-7,LA Lakers,Sacramento,22:00
NBA,2023-1-8,Philadelphia,Detroit,15:00
NBA,2023-1-8,Portland,Toronto,15:30
NBA,2023-1-8,Charlotte,Indiana,17:00
NBA,2023-1-8,Brooklyn,Miami,18:00
NBA,2023-1-8,Utah,Memphis,18:00
NBA,2023-1-8,Minnesota,Houston,19:00
NBA,2023-1-8,Dallas,Okla City,19:00
NBA,2023-1-8,Cleveland,Phoenix,20:00
NBA,2023-1-8,Atlanta,LA Clippers,21:00
NBA,2023-1-9,New Orleans,Washington,19:00
NBA,2023-1-9,Chicago,Boston,19:30
NBA,2023-1-9,Milwaukee,New York,19:30
NBA,2023-1-9,San Antonio,Memphis,20:00
NBA,2023-1-9,LA Lakers,Denver,21:00
NBA,2023-1-9,Orlando,Sacramento,22:00
NBA,2023-1-10,Okla City,Miami,19:30
NBA,2023-1-10,Detroit,Philadelphia,19:30
NBA,2023-1-10,Charlotte,Toronto,19:30
NBA,2023-1-10,Cleveland,Utah,21:00
NBA,2023-1-10,Phoenix,Golden State,22:00
NBA,2023-1-10,Orlando,Portland,22:00
NBA,2023-1-10,Dallas,LA Clippers,22:30
NBA,2023-1-11,Chicago,Washington,19:00
NBA,2023-1-11,Minnesota,Detroit,19:00
NBA,2023-1-11,Milwaukee,Atlanta,19:30
NBA,2023-1-11,New Orleans,Boston,19:30
NBA,2023-1-11,Indiana,New York,19:30
NBA,2023-1-11,San Antonio,Memphis,20:00
NBA,2023-1-11,Phoenix,Denver,21:00
NBA,2023-1-11,Houston,Sacramento,22:00
NBA,2023-1-12,Okla City,Philadelphia,19:00
NBA,2023-1-12,Boston,Brooklyn,19:30
NBA,2023-1-12,Milwaukee,Miami,19:30
NBA,2023-1-12,Charlotte,Toronto,19:30
NBA,2023-1-12,Cleveland,Portland,22:00
NBA,2023-1-12,Dallas,LA Lakers,22:00
NBA,2023-1-13,Atlanta,Indiana,19:00
NBA,2023-1-13,New Orleans,Detroit,19:00
NBA,2023-1-13,New York,Washington,19:00
NBA,2023-1-13,Golden State,San Antonio,19:30
NBA,2023-1-13,Okla City,Chicago,20:00
NBA,2023-1-13,Phoenix,Minnesota,20:00
NBA,2023-1-13,Orlando,Utah,21:00
NBA,2023-1-13,Denver,LA Clippers,22:00
NBA,2023-1-13,Houston,Sacramento,22:00
NBA,2023-1-14,Milwaukee,Miami,13:00
NBA,2023-1-14,Memphis,Indiana,19:00
NBA,2023-1-14,Boston,Charlotte,19:00
NBA,2023-1-14,Atlanta,Toronto,19:30
NBA,2023-1-14,Cleveland,Minnesota,20:00
NBA,2023-1-14,Philadelphia,Utah,21:00
NBA,2023-1-14,Dallas,Portland,22:00
NBA,2023-1-15,New York,Detroit,13:00
NBA,2023-1-15,Houston,LA Clippers,15:00
NBA,2023-1-15,Golden State,Chicago,15:30
NBA,2023-1-15,Okla City,Brooklyn,18:00
NBA,2023-1-15,Sacramento,San Antonio,19:00
NBA,2023-1-15,Orlando,Denver,20:00
NBA,2023-1-15,Dallas,Portland,21:00
NBA,2023-1-15,Philadelphia,LA Lakers,21:30
NBA,2023-1-16,Boston,Charlotte,13:00
NBA,2023-1-16,Indiana,Milwaukee,14:30
NBA,2023-1-16,New Orleans,Cleveland,15:00
NBA,2023-1-16,Toronto,New York,15:00
NBA,2023-1-16,Golden State,Washington,15:00
NBA,2023-1-16,Miami,Atlanta,15:30
NBA,2023-1-16,Utah,Minnesota,16:00
NBA,2023-1-16,Phoenix,Memphis,18:00
NBA,2023-1-16,Houston,LA Lakers,22:30
NBA,2023-1-17,Toronto,Milwaukee,19:30
NBA,2023-1-17,Brooklyn,San Antonio,20:00
NBA,2023-1-17,Portland,Denver,21:00
NBA,2023-1-17,Philadelphia,LA Clippers,22:00
NBA,2023-1-18,Washington,New York,19:30
NBA,2023-1-18,Atlanta,Dallas,19:30
NBA,2023-1-18,Charlotte,Houston,20:00
NBA,2023-1-18,Cleveland,Memphis,20:00
NBA,2023-1-18,Miami,New Orleans,20:00
NBA,2023-1-18,Indiana,Okla City,20:00
NBA,2023-1-18,LA Clippers,Utah,21:00
NBA,2023-1-18,Minnesota,Denver,22:00
NBA,2023-1-18,Sacramento,LA Lakers,22:30
NBA,2023-1-19,Chicago,Detroit,15:00
NBA,2023-1-19,Golden State,Boston,19:30
NBA,2023-1-19,Toronto,Minnesota,20:00
NBA,2023-1-19,Brooklyn,Phoenix,22:00
NBA,2023-1-19,Philadelphia,Portland,22:00
NBA,2023-1-20,New Orleans,Orlando,19:00
NBA,2023-1-20,Golden State,Cleveland,19:30
NBA,2023-1-20,New York,Atlanta,19:30
NBA,2023-1-20,Miami,Dallas,19:30
NBA,2023-1-20,LA Clippers,San Antonio,20:00
NBA,2023-1-20,Brooklyn,Utah,21:00
NBA,2023-1-20,Indiana,Denver,21:00
NBA,2023-1-20,Memphis,LA Lakers,22:00
NBA,2023-1-20,Okla City,Sacramento,22:00
NBA,2023-1-21,Boston,Toronto,17:00
NBA,2023-1-21,Orlando,Washington,19:00
NBA,2023-1-21,Charlotte,Atlanta,19:30
NBA,2023-1-21,Milwaukee,Cleveland,19:30
NBA,2023-1-21,Houston,Minnesota,20:00
NBA,2023-1-21,Indiana,Phoenix,21:00
NBA,2023-1-21,Philadelphia,Sacramento,22:00
NBA,2023-1-22,New Orleans,Miami,15:30
NBA,2023-1-22,New York,Toronto,18:00
NBA,2023-1-22,LA Clippers,Dallas,19:30
NBA,2023-1-22,Okla City,Denver,20:00
NBA,2023-1-22,Memphis,Phoenix,20:00
NBA,2023-1-22,Brooklyn,Golden State,20:30
NBA,2023-1-22,LA Lakers,Portland,21:00
NBA,2023-1-23,Boston,Orlando,19:00
NBA,2023-1-23,Milwaukee,Detroit,19:00
NBA,2023-1-23,Atlanta,Chicago,20:00
NBA,2023-1-23,Minnesota,Houston,20:00
NBA,2023-1-23,Charlotte,Utah,21:00
NBA,2023-1-23,San Antonio,Portland,22:00
NBA,2023-1-23,Memphis,Sacramento,22:30
NBA,2023-1-24,Chicago,Indiana,19:00
NBA,2023-1-24,Boston,Miami,19:30
NBA,2023-1-24,Cleveland,New York,19:30
NBA,2023-1-24,Denver,New Orleans,20:00
NBA,2023-1-24,Washington,Dallas,20:30
NBA,2023-1-24,Charlotte,Phoenix,21:00
NBA,2023-1-24,LA Clippers,LA Lakers,22:00
NBA,2023-1-25,Indiana,Orlando,19:00
NBA,2023-1-25,Brooklyn,Philadelphia,19:30
NBA,2023-1-25,Atlanta,Okla City,20:00
NBA,2023-1-25,Washington,Houston,20:00
NBA,2023-1-25,Denver,Milwaukee,20:00
NBA,2023-1-25,Minnesota,New Orleans,20:00
NBA,2023-1-25,Memphis,Golden State,22:00
NBA,2023-1-25,Toronto,Sacramento,22:00
NBA,2023-1-25,Utah,Portland,22:00
NBA,2023-1-25,San Antonio,LA Lakers,22:30
NBA,2023-1-26,New York,Boston,19:30
NBA,2023-1-26,Detroit,Brooklyn,19:30
NBA,2023-1-26,Chicago,Charlotte,19:30
NBA,2023-1-26,Cleveland,Houston,20:00
NBA,2023-1-26,Dallas,Phoenix,22:00
NBA,2023-1-26,San Antonio,LA Clippers,22:30
NBA,2023-1-27,Milwaukee,Indiana,19:00
NBA,2023-1-27,Memphis,Minnesota,19:30
NBA,2023-1-27,Cleveland,Okla City,20:00
NBA,2023-1-27,Orlando,Miami,20:00
NBA,2023-1-27,Toronto,Golden State,22:00
NBA,2023-1-28,Denver,Philadelphia,15:00
NBA,2023-1-28,New York,Brooklyn,17:30
NBA,2023-1-28,Chicago,Orlando,19:00
NBA,2023-1-28,Houston,Detroit,19:00
NBA,2023-1-28,LA Clippers,Atlanta,19:30
NBA,2023-1-28,Sacramento,Minnesota,20:00
NBA,2023-1-28,Washington,New Orleans,20:00
NBA,2023-1-28,Phoenix,San Antonio,20:00
NBA,2023-1-28,LA Lakers,Boston,20:30
NBA,2023-1-28,Dallas,Utah,21:00
NBA,2023-1-28,Toronto,Portland,22:00
NBA,2023-1-29,Miami,Charlotte,13:00
NBA,2023-1-29,Indiana,Memphis,18:00
NBA,2023-1-29,LA Clippers,Cleveland,19:00
NBA,2023-1-29,New Orleans,Milwaukee,20:00
NBA,2023-1-30,Orlando,Philadelphia,19:00
NBA,2023-1-30,LA Lakers,Brooklyn,19:30
NBA,2023-1-30,Sacramento,Minnesota,20:00
NBA,2023-1-30,Washington,San Antonio,20:00
NBA,2023-1-30,Golden State,Okla City,20:00
NBA,2023-1-30,Detroit,Dallas,20:30
NBA,2023-1-30,Toronto,Phoenix,21:00
NBA,2023-1-30,Atlanta,Portland,22:00
NBA,2023-1-31,Miami,Cleveland,19:00
NBA,2023-1-31,LA Lakers,New York,19:30
NBA,2023-1-31,Charlotte,Milwaukee,20:00
NBA,2023-1-31,LA Clippers,Chicago,20:00
NBA,2023-1-31,New Orleans,Denver,22:00
NBA,2023-2-1,Orlando,Philadelphia,19:00
NBA,2023-2-1,Portland,Memphis,19:00
NBA,2023-2-1,Washington,Detroit,19:00
NBA,2023-2-1,Brooklyn,Boston,19:30
NBA,2023-2-1,Okla City,Houston,20:00
NBA,2023-2-1,Golden State,Minnesota,20:00
NBA,2023-2-1,Sacramento,San Antonio,20:00
NBA,2023-2-1,Toronto,Utah,21:00
NBA,2023-2-1,Atlanta,Phoenix,22:00
NBA,2023-2-2,LA Lakers,Indiana,19:00
NBA,2023-2-2,Memphis,Cleveland,19:30
NBA,2023-2-2,Miami,New York,19:30
NBA,2023-2-2,Charlotte,Chicago,20:00
NBA,2023-2-2,New Orleans,Dallas,20:30
NBA,2023-2-2,Golden State,Denver,21:00
NBA,2023-2-2,LA Clippers,Milwaukee,22:00
NBA,2023-2-3,Charlotte,Detroit,19:00
NBA,2023-2-3,Sacramento,Indiana,19:00
NBA,2023-2-3,Portland,Washington,19:00
NBA,2023-2-3,Phoenix,Boston,19:30
NBA,2023-2-3,Toronto,Houston,20:00
NBA,2023-2-3,Orlando,Minnesota,20:00
NBA,2023-2-3,Philadelphia,San Antonio,20:00
NBA,2023-2-3,Atlanta,Utah,21:00
NBA,2023-2-4,Washington,Brooklyn,18:00
NBA,2023-2-4,LA Clippers,New York,19:00
NBA,2023-2-4,Phoenix,Detroit,19:00
NBA,2023-2-4,Portland,Chicago,20:00
NBA,2023-2-4,Miami,Milwaukee,20:00
NBA,2023-2-4,LA Lakers,New Orleans,20:00
NBA,2023-2-4,Houston,Okla City,20:00
NBA,2023-2-4,Dallas,Golden State,20:30
NBA,2023-2-4,Atlanta,Denver,21:00
NBA,2023-2-5,Orlando,Charlotte,13:00
NBA,2023-2-5,Cleveland,Indiana,17:00
NBA,2023-2-5,Philadelphia,New York,18:00
NBA,2023-2-5,Toronto,Memphis,18:00
NBA,2023-2-5,Sacramento,New Orleans,19:00
NBA,2023-2-5,Denver,Minnesota,19:00
NBA,2023-2-6,Boston,Detroit,19:00
NBA,2023-2-6,Cleveland,Washington,19:00
NBA,2023-2-6,LA Clippers,Brooklyn,19:30
NBA,2023-2-6,San Antonio,Chicago,20:00
NBA,2023-2-6,Sacramento,Houston,20:00
NBA,2023-2-6,Dallas,Utah,21:00
NBA,2023-2-6,Okla City,Golden State,22:00
NBA,2023-2-6,Milwaukee,Portland,22:00
NBA,2023-2-7,New York,Orlando,19:00
NBA,2023-2-7,Phoenix,Brooklyn,19:30
NBA,2023-2-7,Atlanta,New Orleans,19:30
NBA,2023-2-7,Chicago,Memphis,20:00
NBA,2023-2-7,Minnesota,Denver,22:00
NBA,2023-2-7,Okla City,LA Lakers,22:30
NBA,2023-2-8,Detroit,Cleveland,19:00
NBA,2023-2-8,Charlotte,Washington,19:00
NBA,2023-2-8,San Antonio,Toronto,19:30
NBA,2023-2-8,Philadelphia,Boston,19:30
NBA,2023-2-8,Indiana,Miami,19:30
NBA,2023-2-8,Sacramento,Houston,20:00
NBA,2023-2-8,Minnesota,Utah,21:00
NBA,2023-2-8,Dallas,LA Clippers,22:00
NBA,2023-2-8,Golden State,Portland,22:00
NBA,2023-2-9,Denver,Orlando,19:00
NBA,2023-2-9,Phoenix,Atlanta,19:30
NBA,2023-2-9,Chicago,Brooklyn,19:30
NBA,2023-2-9,Milwaukee,LA Lakers,22:00
NBA,2023-2-10,San Antonio,Detroit,19:00
NBA,2023-2-10,Phoenix,Indiana,19:00
NBA,2023-2-10,New York,Philadelphia,19:00
NBA,2023-2-10,Charlotte,Boston,19:30
NBA,2023-2-10,Utah,Toronto,19:30
NBA,2023-2-10,Houston,Miami,20:00
NBA,2023-2-10,Minnesota,Memphis,20:00
NBA,2023-2-10,Cleveland,New Orleans,22:00
NBA,2023-2-10,Okla City,Portland,22:00
NBA,2023-2-10,Dallas,Sacramento,22:00
NBA,2023-2-10,Milwaukee,LA Clippers,22:30
NBA,2023-2-11,Philadelphia,Brooklyn,18:00
NBA,2023-2-11,Denver,Charlotte,19:00
NBA,2023-2-11,Miami,Orlando,19:00
NBA,2023-2-11,Indiana,Washington,19:00
NBA,2023-2-11,San Antonio,Atlanta,19:30
NBA,2023-2-11,Utah,New York,19:30
NBA,2023-2-11,Chicago,Cleveland,20:00
NBA,2023-2-11,LA Lakers,Golden State,20:30
NBA,2023-2-11,Dallas,Sacramento,22:00
NBA,2023-2-12,Memphis,Boston,14:00
NBA,2023-2-12,Detroit,Toronto,15:00
NBA,2023-2-13,Houston,Philadelphia,19:00
NBA,2023-2-13,Utah,Indiana,19:00
NBA,2023-2-13,San Antonio,Cleveland,19:00
NBA,2023-2-13,Atlanta,Charlotte,19:00
NBA,2023-2-13,Denver,Miami,19:30
NBA,2023-2-13,Brooklyn,New York,19:30
NBA,2023-2-13,Orlando,Chicago,20:00
NBA,2023-2-13,New Orleans,Okla City,20:00
NBA,2023-2-13,Minnesota,Dallas,20:30
NBA,2023-2-13,LA Lakers,Portland,22:00
NBA,2023-2-13,Washington,Golden State,22:00
NBA,2023-2-14,Orlando,Toronto,19:30
NBA,2023-2-14,Boston,Milwaukee,19:30
NBA,2023-2-14,Sacramento,Phoenix,21:00
NBA,2023-2-14,Washington,Portland,22:00
NBA,2023-2-14,Golden State,LA Clippers,22:00
NBA,2023-2-15,San Antonio,Charlotte,19:00
NBA,2023-2-15,Chicago,Indiana,19:00
NBA,2023-2-15,Cleveland,Philadelphia,19:00
NBA,2023-2-15,New York,Atlanta,19:30
NBA,2023-2-15,Detroit,Boston,19:30
NBA,2023-2-15,Miami,Brooklyn,19:30
NBA,2023-2-15,Utah,Memphis,20:00
NBA,2023-2-15,Houston,Okla City,20:00
NBA,2023-2-15,Dallas,Denver,21:00
NBA,2023-2-15,New Orleans,LA Lakers,22:00
NBA,2023-2-16,Milwaukee,Chicago,19:30
NBA,2023-2-16,Washington,Minnesota,20:00
NBA,2023-2-16,LA Clippers,Phoenix,22:00
NBA,2023-2-23,Denver,Cleveland,19:00
NBA,2023-2-23,Boston,Indiana,19:00
NBA,2023-2-23,Detroit,Orlando,19:00
NBA,2023-2-23,Memphis,Philadelphia,19:30
NBA,2023-2-23,New Orleans,Toronto,19:30
NBA,2023-2-23,San Antonio,Dallas,20:30
NBA,2023-2-23,Okla City,Utah,21:00
NBA,2023-2-23,Golden State,LA Lakers,22:00
NBA,2023-2-23,Portland,Sacramento,22:00
NBA,2023-2-24,New York,Washington,19:00
NBA,2023-2-24,Cleveland,Atlanta,19:30
NBA,2023-2-24,Miami,Milwaukee,19:30
NBA,2023-2-24,Charlotte,Minnesota,20:00
NBA,2023-2-24,Okla City,Phoenix,21:00
NBA,2023-2-24,Brooklyn,Chicago,22:00
NBA,2023-2-24,Houston,Golden State,22:00
NBA,2023-2-24,Sacramento,LA Clippers,22:30
NBA,2023-2-25,Toronto,Detroit,00:00
NBA,2023-2-25,Miami,Charlotte,19:00
NBA,2023-2-25,Indiana,Orlando,19:00
NBA,2023-2-25,New Orleans,New York,19:30
NBA,2023-2-25,Denver,Memphis,20:00
NBA,2023-2-25,Boston,Philadelphia,20:30
NBA,2023-2-25,San Antonio,Utah,21:00
NBA,2023-2-26,Phoenix,Milwaukee,13:00
NBA,2023-2-26,Brooklyn,Atlanta,15:00
NBA,2023-2-26,Washington,Chicago,15:30
NBA,2023-2-26,LA Lakers,Dallas,15:30
NBA,2023-2-26,Toronto,Cleveland,18:00
NBA,2023-2-26,Sacramento,Okla City,19:00
NBA,2023-2-26,Minnesota,Golden State,19:30
NBA,2023-2-26,Houston,Portland,21:00
NBA,2023-2-26,LA Clippers,Denver,22:00
NBA,2023-2-27,Detroit,Charlotte,19:00
NBA,2023-2-27,Miami,Philadelphia,19:00
NBA,2023-2-27,Boston,New York,19:30
NBA,2023-2-27,Orlando,New Orleans,20:00
NBA,2023-2-28,Washington,Atlanta,19:30
NBA,2023-2-28,Milwaukee,Brooklyn,19:30
NBA,2023-2-28,Chicago,Toronto,19:30
NBA,2023-2-28,Denver,Houston,20:00
NBA,2023-2-28,LA Lakers,Memphis,20:00
NBA,2023-2-28,Sacramento,Okla City,20:00
NBA,2023-2-28,Indiana,Dallas,20:30
NBA,2023-2-28,San Antonio,Utah,21:00
NBA,2023-2-28,Portland,Golden State,22:00
NBA,2023-2-28,Minnesota,LA Clippers,22:00
NBA,2023-3-1,Phoenix,Charlotte,19:00
NBA,2023-3-1,Chicago,Detroit,19:00
NBA,2023-3-1,Cleveland,Boston,19:30
NBA,2023-3-1,Philadelphia,Miami,19:30
NBA,2023-3-1,Brooklyn,New York,19:30
NBA,2023-3-1,Memphis,Houston,20:00
NBA,2023-3-1,Orlando,Milwaukee,20:00
NBA,2023-3-1,LA Lakers,Okla City,20:00
NBA,2023-3-1,New Orleans,Portland,22:00
NBA,2023-3-2,Toronto,Washington,19:00
NBA,2023-3-2,Philadelphia,Dallas,19:30
NBA,2023-3-2,Indiana,San Antonio,20:30
NBA,2023-3-2,LA Clippers,Golden State,22:00
NBA,2023-3-3,Orlando,Charlotte,19:00
NBA,2023-3-3,Portland,Atlanta,19:30
NBA,2023-3-3,Brooklyn,Boston,19:30
NBA,2023-3-3,New York,Miami,20:00
NBA,2023-3-3,Phoenix,Chicago,20:00
NBA,2023-3-3,Utah,Okla City,20:00
NBA,2023-3-3,Memphis,Denver,22:00
NBA,2023-3-3,New Orleans,Golden State,22:00
NBA,2023-3-3,LA Clippers,Sacramento,22:00
NBA,2023-3-3,Minnesota,LA Lakers,22:30
NBA,2023-3-4,Toronto,Washington,17:00
NBA,2023-3-4,Detroit,Cleveland,19:30
NBA,2023-3-4,Atlanta,Miami,20:00
NBA,2023-3-4,Houston,San Antonio,20:00
NBA,2023-3-4,Philadelphia,Milwaukee,20:30
NBA,2023-3-4,Minnesota,Sacramento,22:00
NBA,2023-3-5,Phoenix,Dallas,13:00
NBA,2023-3-5,Indiana,Chicago,15:30
NBA,2023-3-5,Golden State,LA Lakers,15:30
NBA,2023-3-5,Charlotte,Brooklyn,18:00
NBA,2023-3-5,Portland,Orlando,18:00
NBA,2023-3-5,San Antonio,Houston,19:00
NBA,2023-3-5,Utah,Okla City,19:00
NBA,2023-3-5,New York,Boston,19:30
NBA,2023-3-5,Memphis,LA Clippers,22:00
NBA,2023-3-6,Milwaukee,Washington,19:00
NBA,2023-3-6,Philadelphia,Indiana,19:00
NBA,2023-3-6,Boston,Cleveland,19:00
NBA,2023-3-6,Atlanta,Miami,19:30
NBA,2023-3-6,Toronto,Denver,21:00
NBA,2023-3-6,New Orleans,Sacramento,22:00
NBA,2023-3-7,Portland,Detroit,19:00
NBA,2023-3-7,Milwaukee,Orlando,19:00
NBA,2023-3-7,Charlotte,New York,19:30
NBA,2023-3-7,Philadelphia,Minnesota,19:30
NBA,2023-3-7,Brooklyn,Houston,20:00
NBA,2023-3-7,Golden State,Okla City,20:00
NBA,2023-3-7,Utah,Dallas,20:30
NBA,2023-3-7,Memphis,LA Lakers,22:00
NBA,2023-3-8,Atlanta,Washington,19:00
NBA,2023-3-8,Portland,Boston,19:30
NBA,2023-3-8,Dallas,New Orleans,19:30
NBA,2023-3-8,Cleveland,Miami,19:30
NBA,2023-3-8,Okla City,Phoenix,21:00
NBA,2023-3-8,Chicago,Denver,21:00
NBA,2023-3-8,Toronto,LA Clippers,22:00
NBA,2023-3-9,Charlotte,Detroit,19:00
NBA,2023-3-9,Houston,Indiana,19:00
NBA,2023-3-9,Utah,Orlando,19:00
NBA,2023-3-9,Brooklyn,Milwaukee,19:30
NBA,2023-3-9,Golden State,Memphis,22:00
NBA,2023-3-9,New York,Sacramento,22:00
NBA,2023-3-10,Portland,Philadelphia,19:00
NBA,2023-3-10,Atlanta,Washington,19:00
NBA,2023-3-10,Cleveland,Miami,20:00
NBA,2023-3-10,Brooklyn,Minnesota,20:00
NBA,2023-3-10,Denver,San Antonio,20:00
NBA,2023-3-10,Toronto,LA Lakers,22:30
NBA,2023-3-11,New York,LA Clippers,16:00
NBA,2023-3-11,Miami,Orlando,19:00
NBA,2023-3-11,Indiana,Detroit,19:00
NBA,2023-3-11,Utah,Charlotte,19:00
NBA,2023-3-11,Boston,Atlanta,19:30
NBA,2023-3-11,Dallas,Memphis,20:00
NBA,2023-3-11,Chicago,Houston,20:00
NBA,2023-3-11,Okla City,New Orleans,20:30
NBA,2023-3-11,Milwaukee,Golden State,20:30
NBA,2023-3-11,Sacramento,Phoenix,22:00
NBA,2023-3-12,Brooklyn,Denver,15:30
NBA,2023-3-12,Cleveland,Charlotte,17:00
NBA,2023-3-12,Washington,Philadelphia,18:00
NBA,2023-3-12,Okla City,San Antonio,19:00
NBA,2023-3-12,Portland,New Orleans,19:00
NBA,2023-3-12,New York,LA Lakers,21:00
NBA,2023-3-13,Indiana,Detroit,19:00
NBA,2023-3-13,Memphis,Dallas,19:30
NBA,2023-3-13,Utah,Miami,19:30
NBA,2023-3-13,Minnesota,Atlanta,19:30
NBA,2023-3-13,Boston,Houston,20:00
NBA,2023-3-13,Milwaukee,Sacramento,22:00
NBA,2023-3-13,Phoenix,Golden State,22:00
NBA,2023-3-14,Cleveland,Charlotte,19:00
NBA,2023-3-14,Detroit,Washington,19:00
NBA,2023-3-14,Denver,Toronto,19:30
NBA,2023-3-14,LA Lakers,New Orleans,20:00
NBA,2023-3-14,Brooklyn,Okla City,20:00
NBA,2023-3-14,Orlando,San Antonio,20:00
NBA,2023-3-14,Milwaukee,Phoenix,22:00
NBA,2023-3-14,New York,Portland,22:00
NBA,2023-3-15,Memphis,Miami,19:30
NBA,2023-3-15,Philadelphia,Cleveland,19:30
NBA,2023-3-15,LA Lakers,Houston,20:00
NBA,2023-3-15,Sacramento,Chicago,20:00
NBA,2023-3-15,Boston,Minnesota,20:00
NBA,2023-3-15,Dallas,San Antonio,20:30
NBA,2023-3-15,Golden State,LA Clippers,22:00
NBA,2023-3-16,Denver,Detroit,19:00
NBA,2023-3-16,Sacramento,Brooklyn,19:30
NBA,2023-3-16,Okla City,Toronto,19:30
NBA,2023-3-16,Indiana,Milwaukee,20:00
NBA,2023-3-16,Orlando,Phoenix,22:00
NBA,2023-3-17,Philadelphia,Charlotte,19:00
NBA,2023-3-17,Golden State,Atlanta,19:30
NBA,2023-3-17,Washington,Cleveland,19:30
NBA,2023-3-17,Memphis,San Antonio,20:00
NBA,2023-3-17,Minnesota,Chicago,20:00
NBA,2023-3-17,New Orleans,Houston,20:00
NBA,2023-3-17,Boston,Portland,22:00
NBA,2023-3-17,Dallas,LA Lakers,22:30
NBA,2023-3-18,Denver,New York,13:00
NBA,2023-3-18,Orlando,LA Clippers,15:00
NBA,2023-3-18,Philadelphia,Indiana,19:00
NBA,2023-3-18,Minnesota,Toronto,19:00
NBA,2023-3-18,Sacramento,Washington,20:00
NBA,2023-3-18,Miami,Chicago,20:00
NBA,2023-3-18,Golden State,Memphis,20:00
NBA,2023-3-18,Boston,Utah,21:00
NBA,2023-3-19,Denver,Brooklyn,15:30
NBA,2023-3-19,Phoenix,Okla City,15:30
NBA,2023-3-19,Atlanta,San Antonio,16:00
NBA,2023-3-19,Miami,Detroit,18:00
NBA,2023-3-19,New Orleans,Houston,19:00
NBA,2023-3-19,Toronto,Milwaukee,20:00
NBA,2023-3-19,LA Clippers,Portland,21:00
NBA,2023-3-19,Orlando,LA Lakers,21:30
NBA,2023-3-20,Chicago,Philadelphia,19:00
NBA,2023-3-20,Indiana,Charlotte,19:00
NBA,2023-3-20,Minnesota,New York,19:30
NBA,2023-3-20,Golden State,Houston,20:00
NBA,2023-3-20,Dallas,Memphis,20:00
NBA,2023-3-20,Sacramento,Utah,21:00
NBA,2023-3-21,Washington,Orlando,19:00
NBA,2023-3-21,Detroit,Atlanta,19:30
NBA,2023-3-21,Cleveland,Brooklyn,19:30
NBA,2023-3-21,San Antonio,New Orleans,20:00
NBA,2023-3-21,Boston,Sacramento,22:00
NBA,2023-3-21,Okla City,LA Clippers,22:30
NBA,2023-3-22,Denver,Washington,19:00
NBA,2023-3-22,New York,Miami,19:30
NBA,2023-3-22,Indiana,Toronto,19:30
NBA,2023-3-22,Golden State,Dallas,19:30
NBA,2023-3-22,Philadelphia,Chicago,20:00
NBA,2023-3-22,Houston,Memphis,20:00
NBA,2023-3-22,San Antonio,Milwaukee,20:00
NBA,2023-3-22,Atlanta,Minnesota,20:00
NBA,2023-3-22,Portland,Utah,21:00
NBA,2023-3-22,Phoenix,LA Lakers,22:00
NBA,2023-3-23,New York,Orlando,19:00
NBA,2023-3-23,Cleveland,Brooklyn,19:30
NBA,2023-3-23,Charlotte,New Orleans,20:00
NBA,2023-3-23,Okla City,LA Clippers,22:30
