home_points,home_fgm,home_fga,home_ftm,home_fta,home_tpm,home_tpa,home_offReb,home_defReb,home_totReb,home_assists,home_pFouls,home_steals,home_turnovers,home_blocks,home_plusMinus,away_points,away_fgm,away_fga,away_ftm,away_fta,away_tpm,away_tpa,away_offReb,away_defReb,away_totReb,away_assists,away_pFouls,away_steals,away_turnovers,away_blocks,away_plusMinus,home_games,home_wins,home_losses,home_win_pct,home_opp_wins,home_opp_losses,home_opp_win_pct,home_points_pg,home_fgm_pg,home_fga_pg,home_fgp,home_ftm_pg,home_fta_pg,home_ftp,home_tpm_pg,home_tpa_pg,home_tpp,home_offReb_pg,home_defReb_pg,home_totReb_pg,home_assists_pg,home_pFouls_pg,home_steals_pg,home_turnovers_pg,home_blocks_pg,home_plusMinus_pg,home_opp_points_pg,home_opp_fgm_pg,home_opp_fga_pg,home_opp_fgp,home_opp_ftm_pg,home_opp_fta_pg,home_opp_ftp,home_opp_tpm_pg,home_opp_tpa_pg,home_opp_tpp,home_opp_offReb_pg,home_opp_defReb_pg,home_opp_totReb_pg,home_opp_assists_pg,home_opp_pFouls_pg,home_opp_steals_pg,home_opp_turnovers_pg,home_opp_blocks_pg,home_opp_plusMinus_pg,away_games,away_wins,away_losses,away_win_pct,away_opp_wins,away_opp_losses,away_opp_win_pct,away_points_pg,away_fgm_pg,away_fga_pg,away_fgp,away_ftm_pg,away_fta_pg,away_ftp,away_tpm_pg,away_tpa_pg,away_tpp,away_offReb_pg,away_defReb_pg,away_totReb_pg,away_assists_pg,away_pFouls_pg,away_steals_pg,away_turnovers_pg,away_blocks_pg,away_plusMinus_pg,away_opp_points_pg,away_opp_fgm_pg,away_opp_fga_pg,away_opp_fgp,away_opp_ftm_pg,away_opp_fta_pg,away_opp_ftp,away_opp_tpm_pg,away_opp_tpa_pg,away_opp_tpp,away_opp_offReb_pg,away_opp_defReb_pg,away_opp_totReb_pg,away_opp_assists_pg,away_opp_pFouls_pg,away_opp_steals_pg,away_opp_turnovers_pg,away_opp_blocks_pg,away_opp_plusMinus_pg,id
105,42,97,10,14,11,37,12,43,55,21,20,7,14,5,18,87,34,87,14,23,5,26,6,41,47,18,20,8,16,5,-18,150,97,53,0.6466666666666666,5611,5180,0.519970345658419,106.86666666666666,38.91999999999997,85.92666666666668,0.4529443711692137,16.640000000000004,21.24,0.7834274952919024,12.386666666666665,33.51333333333335,0.36960413765665384,9.299999999999994,34.833333333333336,44.13333333333333,23.279999999999998,19.98,7.193333333333333,13.100000000000001,4.719999999999999,3.526666666666668,103.34000000000003,38.50666666666667,86.01999999999998,0.4476478338370923,16.466666666666665,21.633333333333336,0.7611710323574729,9.859999999999996,29.160000000000007,0.3381344307270231,9.613333333333337,34.66666666666667,44.27999999999997,21.420000000000005,19.853333333333328,6.8866666666666685,13.540000000000003,4.333333333333333,-3.526666666666668,142,88,54,0.6197183098591549,5023,5197,0.4914872798434442,110.57042253521125,40.26760563380283,86.23239436619714,0.46696610861576193,18.774647887323948,24.37323943661972,0.7702976018491766,11.26056338028169,30.753521126760564,0.36615525532402105,10.408450704225352,35.92253521126762,46.33098591549295,26.25352112676056,22.063380281690137,8.119718309859161,15.51408450704226,5.014084507042254,3.73943661971831,106.83098591549296,38.711267605633815,87.75352112676053,0.4411363453976409,19.02112676056338,25.323943661971832,0.7511123470522802,10.387323943661972,30.56338028169014,0.33986175115207373,9.95774647887324,32.7394366197183,42.69718309859155,22.26760563380282,21.218309859154925,8.091549295774646,14.021126760563378,5.105633802816901,-3.73943661971831,Boston Celtics vs Philadelphia 76ers @ 19:00:00
108,42,95,17,18,7,26,17,41,58,28,29,7,21,7,8,100,33,91,24,37,10,37,16,29,45,21,21,12,14,6,-8,154,101,53,0.6558441558441559,5798,5444,0.5157445294431596,114.05844155844156,42.59740259740258,86.37662337662337,0.49315892347015466,16.53246753246752,20.318181818181813,0.8136784915308402,12.331168831168831,32.18181818181816,0.38317191283293006,8.915584415584417,34.831168831168846,43.746753246753244,28.746753246753247,20.52597402597403,7.6103896103896105,15.04545454545454,6.324675324675328,4.9610389610389625,109.09740259740259,40.16233766233767,89.48051948051949,0.44883889695210455,17.707792207792213,23.181818181818183,0.7638655462184876,11.064935064935064,31.818181818181817,0.34775510204081633,10.688311688311684,32.08441558441559,42.77272727272726,23.59090909090909,18.863636363636374,8.38311688311688,13.636363636363637,3.727272727272727,-4.9610389610389625,136,74,62,0.5441176470588235,4617,4530,0.5047556575926533,109.63970588235294,40.588235294117645,89.5808823529412,0.4530903718295985,17.669117647058815,23.99264705882353,0.7364388599448357,10.794117647058824,31.154411764705884,0.3464715600660845,12.213235294117647,32.948529411764746,45.16176470588237,21.79411764705883,20.830882352941178,9.022058823529413,13.757352941176471,5.088235294117645,2.1029411764705888,107.53676470588235,39.37500000000003,85.72058823529412,0.45934122490993345,17.242647058823522,22.404411764705884,0.7696094519199208,11.544117647058824,31.816176470588207,0.3628379939912183,10.301470588235297,33.5808823529412,43.88235294117646,23.5,21.38970588235295,7.794117647058825,15.786764705882353,4.838235294117645,-2.1029411764705888,Golden State Warriors vs Oklahoma City Thunder @ 21:30:00
112,41,92,14,22,16,38,9,32,41,21,19,8,11,9,-1,113,42,85,15,20,14,34,11,46,57,26,25,5,21,4,1,131,53,78,0.40458015267175573,4324,4318,0.5003471418653089,109.77099236641222,40.00763358778627,88.9618320610687,0.4497168354213147,19.244274809160306,25.53435114503817,0.7536621823617339,10.51145038167939,29.49618320610687,0.3563664596273292,10.732824427480917,34.64122137404583,45.37404580152673,22.72519083969466,18.748091603053442,7.068702290076336,12.725190839694656,4.793893129770989,-0.8778625954198473,110.64885496183206,41.41984732824427,88.20610687022901,0.46958026828212895,16.259541984732817,20.557251908396946,0.7909394727070178,11.549618320610687,31.587786259541986,0.36563557274045433,9.320610687022903,35.282442748091576,44.60305343511452,25.045801526717558,22.022900763358773,6.572519083969466,13.900763358778626,5.625954198473282,0.8778625954198473,136,81,55,0.5955882352941176,4808,4531,0.5148302816147339,109.29411764705883,40.5514705882353,85.14705882352942,0.47625215889464595,17.683823529411764,23.044117647058822,0.7673899170389279,10.507352941176471,29.411764705882348,0.35725000000000007,9.25,33.82352941176472,43.0735294117647,23.948529411764707,20.78676470588235,7.933823529411761,13.830882352941176,5.654411764705881,1.9852941176470589,107.30882352941177,39.566176470588225,86.50735294117649,0.45737356566085824,17.382352941176464,22.463235294117652,0.7738134206219308,10.794117647058826,29.852941176470587,0.36157635467980304,10.102941176470587,32.838235294117645,42.94117647058823,23.257352941176467,19.897058823529406,6.970588235294118,13.919117647058824,4.5441176470588225,-1.9852941176470589,Charlotte Hornets vs Milwaukee Bucks @ 18:00:00
103,39,92,19,22,6,24,14,32,46,21,20,5,14,5,3,100,40,82,15,22,5,27,5,34,39,28,23,9,17,5,-3,130,55,75,0.4230769230769231,4196,4105,0.5054812673171907,106.26923076923077,39.28461538461539,87.76923076923075,0.44758983347940423,16.707692307692298,22.138461538461538,0.7546907574704652,10.992307692307692,30.66923076923077,0.35841484825683473,10.692307692307695,33.33846153846152,44.03076923076922,22.407692307692308,20.2076923076923,7.292307692307692,13.253846153846155,3.8230769230769233,-1.9923076923076914,108.26153846153849,40.253846153846155,86.30769230769232,0.4663992869875222,16.607692307692297,21.423076923076923,0.7752244165170551,11.146153846153847,31.45384615384616,0.3543653705062362,9.538461538461538,34.66153846153845,44.20000000000002,25.17692307692308,19.92307692307693,7.13076923076923,14.023076923076923,5.16923076923077,1.9923076923076914,132,56,76,0.42424242424242425,4454,4269,0.5106041499484122,108.8030303030303,39.515151515151516,86.39393939393942,0.45738337425464737,17.34848484848485,22.5,0.7710437710437712,12.424242424242424,34.34090909090909,0.3617913081844253,9.53787878787879,33.88636363636361,43.42424242424241,24.28030303030303,21.363636363636363,6.5,14.272727272727273,5.212121212121214,-1.7954545454545454,110.59848484848484,41.128787878787875,88.8787878787879,0.4627514490282985,18.560606060606062,24.234848484848484,0.7658643326039388,9.780303030303031,26.651515151515152,0.3669698692438886,10.780303030303031,35.068181818181834,45.84848484848484,21.90909090909091,19.772727272727273,7.568181818181818,12.848484848484848,4.992424242424242,1.7954545454545454,Detroit Pistons vs Brooklyn Nets @ 18:00:00
111,47,83,7,13,10,26,13,44,57,29,24,2,20,7,28,83,25,84,23,28,10,29,7,21,28,16,18,11,7,3,-28,139,78,61,0.5611510791366906,4924,4630,0.5153862256646431,107.45323741007195,40.705035971223,86.62589928057557,0.46989452703263807,15.582733812949634,20.244604316546763,0.7697228144989335,10.460431654676258,28.338129496402875,0.36912922061436915,9.482014388489208,32.57553956834531,42.057553956834525,23.381294964028775,19.863309352517987,8.611510791366904,13.575539568345324,4.669064748201439,1.3741007194244605,106.07913669064749,39.093525179856115,84.83453237410075,0.4608208955223879,16.64748201438848,21.41726618705036,0.7772925764192136,11.244604316546765,31.611510791366914,0.3557123350022758,10.410071942446047,32.84892086330937,43.25899280575539,23.28057553956835,19.158273381294972,7.201438848920863,15.244604316546763,5.20863309352518,-1.3741007194244605,128,52,76,0.40625,4202,4262,0.4964555765595463,103.546875,38.2578125,84.86718750000004,0.4507962809536958,17.031250000000004,22.398437499999986,0.760376700383677,10.0,28.203125,0.3545706371191136,10.0859375,32.17968750000001,42.26562499999999,22.570312499999993,22.234375,7.75,14.2578125,5.1015625,-2.6328125,106.1796875,37.69531250000001,82.50000000000003,0.45691287878787873,19.54687500000001,25.5546875,0.7649036991745648,11.242187500000004,31.031250000000004,0.3622860020140988,9.843749999999993,33.07812499999999,42.92187500000001,23.234375,21.046875000000004,7.703125,14.515625,5.046875,2.6328125,Indiana Pacers vs Memphis Grizzlies @ 18:00:00
104,39,94,19,31,7,25,14,37,51,20,25,7,12,7,3,101,38,97,16,22,9,33,14,38,52,16,28,4,16,5,-3,133,46,87,0.3458646616541353,4393,4327,0.5037844036697248,105.36842105263158,39.225563909774436,86.10526315789475,0.45555361508906733,16.436090225563913,21.270676691729324,0.7727112053729234,10.481203007518797,30.1203007518797,0.3479780329505741,9.293233082706767,32.99248120300752,42.285714285714285,23.330827067669173,19.849624060150383,7.30827067669173,14.31578947368421,5.06766917293233,-4.12781954887218,109.49624060150376,40.90977443609024,87.54135338345864,0.46731941939362726,16.947368421052623,21.78947368421052,0.7777777777777776,10.729323308270677,30.368421052631575,0.35330527358257,10.353383458646618,34.48120300751877,44.83458646616541,24.330827067669173,19.413533834586474,7.676691729323313,13.729323308270677,4.93984962406015,4.12781954887218,136,67,69,0.49264705882352944,4428,4676,0.48637961335676627,105.09558823529412,38.74264705882353,85.86029411764704,0.4512289115354972,16.154411764705884,21.21323529411764,0.7615251299826693,11.455882352941174,32.102941176470594,0.3568483737975262,9.647058823529417,33.69117647058823,43.338235294117645,22.948529411764707,20.69117647058823,7.580882352941177,14.029411764705882,5.007352941176471,-0.6176470588235301,105.71323529411765,38.61029411764706,84.94117647058826,0.4545533240997228,17.875000000000018,23.08823529411765,0.7742038216560517,10.617647058823529,29.448529411764707,0.3605493133583021,9.499999999999998,34.250000000000014,43.75000000000003,22.272058823529417,20.279411764705884,7.404411764705882,14.227941176470589,4.647058823529412,0.6176470588235301,Orlando Magic vs Miami Heat @ 18:00:00
126,45,99,24,31,12,33,10,36,46,21,23,12,15,6,19,107,41,90,15,18,10,36,7,38,45,19,30,7,24,3,-19,132,51,81,0.38636363636363635,4331,4388,0.496731276522537,107.38636363636364,40.75757575757576,88.81818181818184,0.4588877516206072,16.727272727272744,21.242424242424242,0.7874465049928682,9.143939393939398,26.71969696969697,0.3422171817408564,11.348484848484848,33.59848484848487,44.94696969696968,22.64393939393939,21.053030303030305,6.946969696969697,14.272727272727273,4.916666666666669,-2.4545454545454546,109.8409090909091,40.00757575757576,87.27272727272727,0.45842013888888894,18.15151515151516,23.583333333333332,0.7696755541278513,11.674242424242422,32.49242424242423,0.359291210072278,10.606060606060606,33.174242424242436,43.780303030303045,24.32575757575758,19.590909090909097,7.598484848484849,13.484848484848484,4.946969696969696,2.4545454545454546,131,43,88,0.3282442748091603,4316,4272,0.5025617140195622,106.49618320610686,39.458015267175576,87.68702290076338,0.4499869417602506,16.58015267175573,21.0381679389313,0.7880986937590713,11.000000000000004,31.572519083969464,0.3484042553191491,9.656488549618322,33.07633587786258,42.73282442748091,23.83969465648855,20.221374045801518,7.694656488549619,14.992366412213741,4.564885496183204,-5.091603053435114,111.58778625954199,41.23664122137405,87.78625954198473,0.46973913043478266,17.473282442748097,22.51145038167939,0.7761953204476096,11.641221374045799,31.49618320610687,0.3696073679108094,10.6030534351145,34.603053435114504,45.20610687022901,25.923664122137406,20.862595419847327,8.511450381679388,15.083969465648854,5.496183206106869,5.091603053435114,New York Knicks vs Atlanta Hawks @ 18:30:00
116,45,92,12,20,14,33,8,35,43,21,29,6,9,7,12,104,34,85,29,39,7,19,14,35,49,17,25,4,16,0,-12,142,91,51,0.6408450704225352,4969,5051,0.49590818363273453,111.71830985915493,41.23239436619717,88.07042253521124,0.46817527586758356,17.950704225352116,22.6056338028169,0.7940809968847353,11.30281690140845,32.4014084507042,0.3488372093023258,10.429577464788737,33.33802816901407,43.76760563380283,23.830985915492956,21.584507042253527,8.070422535211268,12.93661971830986,5.816901408450704,5.246478873239434,106.47183098591549,39.22535211267604,85.41549295774648,0.4592299447604912,18.161971830985916,23.394366197183107,0.7763395544852496,9.859154929577466,27.563380281690144,0.35769034236075625,9.71830985915493,32.5774647887324,42.29577464788732,23.091549295774648,20.36619718309859,6.922535211267606,14.40845070422536,4.838028169014086,-5.246478873239434,152,86,66,0.5657894736842105,5718,5345,0.5168579951188647,108.73684210526316,39.73684210526316,84.42763157894737,0.4706615756253409,18.05263157894737,23.118421052631586,0.7808764940239042,11.210526315789474,30.789473684210513,0.36410256410256425,9.203947368421053,33.15789473684213,42.36184210526315,22.434210526315788,19.177631578947363,6.815789473684211,13.572368421052635,3.8421052631578947,0.8223684210526345,107.91447368421052,40.55263157894737,86.34868421052629,0.4696380952380954,15.480263157894736,20.401315789473685,0.7587874879071267,11.328947368421053,31.473684210526315,0.35994983277591974,9.5,32.63157894736842,42.1315789473684,24.460526315789473,21.03289473684211,7.447368421052632,13.138157894736844,4.374999999999998,-0.8223684210526345,Toronto Raptors vs Cleveland Cavaliers @ 18:30:00
112,39,92,18,24,16,48,8,29,37,21,22,8,11,7,-19,131,52,98,17,22,10,25,14,40,54,36,25,8,12,3,19,145,93,52,0.6413793103448275,5526,4936,0.5281972854138788,110.15862068965517,38.46896551724136,85.41379310344828,0.4503835284618487,19.068965517241374,24.675862068965518,0.7727780883174955,14.151724137931035,40.3655172413793,0.3505894413121477,10.165517241379309,33.737931034482735,43.903448275862054,21.06896551724138,20.00689655172414,8.324137931034484,13.862068965517244,5.020689655172412,3.7241379310344827,106.43448275862072,39.84137931034484,85.49655172413793,0.4659998386706463,15.855172413793097,20.917241379310344,0.7579953841081435,10.89655172413793,30.53793103448276,0.3568202348690153,9.186206896551726,33.144827586206915,42.33103448275861,22.882758620689657,20.68965517241379,7.675862068965517,14.165517241379314,4.793103448275861,-3.7241379310344827,140,82,58,0.5857142857142857,5089,4713,0.5191797592328097,113.92142857142856,43.11428571428571,89.20714285714286,0.48330530867163096,17.307142857142857,22.37857142857143,0.7733801468241301,10.385714285714286,28.62142857142857,0.3628649862740205,9.735714285714284,35.30714285714286,45.04285714285716,26.87142857142857,19.90714285714286,8.049999999999997,14.564285714285717,5.52142857142857,2.1357142857142857,111.78571428571429,41.85714285714283,91.43571428571427,0.45777673619248477,16.678571428571438,21.25,0.7848739495798324,11.392857142857142,32.4857142857143,0.35070360598065065,10.635714285714286,34.02857142857145,44.664285714285725,24.37857142857143,20.72142857142857,8.071428571428575,14.278571428571428,4.535714285714286,-2.1357142857142857,Houston Rockets vs New Orleans Pelicans @ 19:00:00
112,40,93,21,29,11,25,19,33,52,22,22,3,12,4,4,108,39,91,24,27,6,19,14,32,46,20,27,9,11,2,-4,134,66,68,0.4925373134328358,4610,4313,0.5166423848481453,105.044776119403,39.73880597014925,87.10447761194031,0.45622001370801907,16.27611940298508,21.119402985074622,0.7706713780918732,9.2910447761194,26.432835820895516,0.35149632975719924,10.76865671641791,32.96268656716419,43.731343283582085,23.69402985074627,18.119402985074625,7.380597014925373,13.350746268656716,4.985074626865671,-0.7910447761194032,105.83582089552239,40.283582089552226,85.9626865671642,0.4686170674537718,15.16417910447761,19.776119402985074,0.7667924528301886,10.104477611940295,28.111940298507463,0.35943721794531447,9.58208955223881,33.75373134328361,43.33582089552239,23.432835820895523,19.87313432835819,7.641791044776118,13.805970149253731,4.097014925373131,0.7910447761194032,136,71,65,0.5220588235294118,4656,4398,0.5142478462557986,110.50735294117646,41.12500000000002,86.78676470588232,0.4738625773108536,19.088235294117652,23.955882352941178,0.7968078575813384,9.169117647058824,25.727941176470587,0.356387539296942,10.139705882352938,32.330882352941174,42.470588235294116,23.48529411764706,19.345588235294123,8.470588235294118,13.044117647058824,4.60294117647059,0.33088235294117646,110.17647058823529,40.6764705882353,86.83088235294117,0.468456262172919,16.84558823529411,21.91176470588235,0.7687919463087245,11.977941176470589,32.566176470588225,0.3678031158275007,10.588235294117649,32.68382352941173,43.27205882352941,24.514705882352942,20.8235294117647,6.904411764705881,14.632352941176471,4.573529411764707,-0.33088235294117646,San Antonio Spurs vs Minnesota Timberwolves @ 19:30:00
